Array,Platform,Node,Instrument,RefDes,Asset ID,Serial Number,deployment,gitHub changeDate,file,URL,changeType,dateRangeStart,dateRangeEnd,annotation
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01102,BBFL2W-1102,4,-9999999,CGINS-FLORTD-01102__20151119.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20151119.csv,Calibration coefficients were modified,2016-05-28 14:43,2016-10-15 12:14,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2016-05-28 14:43 to 2016-10-15 12:14 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20151119.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01102,BBFL2W-1102,7,-9999999,CGINS-FLORTD-01102__20170105.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20170105.csv,Calibration coefficients were modified,2017-10-28 14:24,2018-03-29 12:42,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 7 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 7 for the time range 2017-10-28 14:24 to 2018-03-29 12:42 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20170105.csv.
Global Irminger Sea,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01102,BBFL2W-1102,6,-9999999,CGINS-FLORTD-01102__20180730.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20180730.csv,Calibration coefficients were modified,2019-08-05 15:29,2020-08-26 10:41,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 6 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 6 for the time range 2019-08-05 15:29 to 2020-08-26 10:41 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20180730.csv.
Coastal Pioneer NES,Central Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP01CNSM-RID27-02-FLORTD000,CGINS-FLORTD-01102,BBFL2W-1102,14,-9999999,CGINS-FLORTD-01102__20201110.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20201110.csv,Calibration coefficients were modified,2021-03-31 15:36,2021-11-03 17:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP01CNSM-RID27-02-FLORTD000) were incorrect for all of deployment 14 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 14 for the time range 2021-03-31 15:36 to 2021-11-03 17:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20201110.csv.
Global Station Papa,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01102,BBFL2W-1102,9,-9999999,CGINS-FLORTD-01102__20220105.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20220105.csv,Calibration coefficients were modified,2022-05-18 19:57,2023-05-22 16:54,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 9 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 9 for the time range 2022-05-18 19:57 to 2023-05-22 16:54 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01102__20220105.csv.
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01104,BBFL2W-1104,1,-9999999,CGINS-FLORTD-01104__20130909.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01104__20130909.csv,Calibration coefficients were modified,2014-09-10 18:50,2015-08-22 11:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2014-09-10 18:50 to 2015-08-22 11:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01104__20130909.csv.
Global Argentine Basin,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GA01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01105,BBFL2W-1105,1,-9999999,CGINS-FLORTD-01105__20130909.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20130909.csv,Calibration coefficients were modified,2015-03-15 21:25,2015-11-26 10:08,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2015-03-15 21:25 to 2015-11-26 10:08 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20130909.csv.
Global Argentine Basin,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GA01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01105,BBFL2W-1105,3,-9999999,CGINS-FLORTD-01105__20160512.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20160512.csv,Calibration coefficients were modified,2016-10-27 01:47,2018-01-14 10:24,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 3 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 3 for the time range 2016-10-27 01:47 to 2018-01-14 10:24 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20160512.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01105,BBFL2W-1105,10,-9999999,CGINS-FLORTD-01105__20180329.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20180329.csv,Calibration coefficients were modified,2019-04-05 14:55,2019-09-28 12:38,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 10 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 10 for the time range 2019-04-05 14:55 to 2019-09-28 12:38 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20180329.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01105,BBFL2W-1105,8,-9999999,CGINS-FLORTD-01105__20201105.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20201105.csv,Calibration coefficients were modified,2021-08-17 19:16,2022-07-09 07:29,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 8 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 8 for the time range 2021-08-17 19:16 to 2022-07-09 07:29 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01105__20201105.csv.
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01106,BBFL2W-1106,1,-9999999,CGINS-FLORTD-01106__20130913.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01106__20130913.csv,Calibration coefficients were modified,2014-12-14 18:53,2014-12-28 16:30,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2014-12-14 18:53 to 2014-12-28 16:30 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01106__20130913.csv.
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01106,BBFL2W-1106,3,-9999999,CGINS-FLORTD-01106__20160112.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01106__20160112.csv,Calibration coefficients were modified,2016-07-10 17:44,2017-08-14 09:33,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 3 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 3 for the time range 2016-07-10 17:44 to 2017-08-14 09:33 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01106__20160112.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01106,BBFL2W-1106,9,-9999999,CGINS-FLORTD-01106__20171013.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01106__20171013.csv,Calibration coefficients were modified,2018-10-25 15:31,2019-02-04 12:30,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 9 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 9 for the time range 2018-10-25 15:31 to 2019-02-04 12:30 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01106__20171013.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01107,BBFL2W-1107,1,-9999999,CGINS-FLORTD-01107__20130909.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20130909.csv,Calibration coefficients were modified,2014-09-16 13:24,2015-08-20 11:16,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2014-09-16 13:24 to 2015-08-20 11:16 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20130909.csv.
Global Station Papa,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01107,BBFL2W-1107,4,-9999999,CGINS-FLORTD-01107__20160204.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20160204.csv,Calibration coefficients were modified,2016-07-04 23:07,2017-07-17 15:02,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2016-07-04 23:07 to 2017-07-17 15:02 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20160204.csv.
Global Southern Ocean,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GS01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01107,BBFL2W-1107,4,-9999999,CGINS-FLORTD-01107__20171011.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20171011.csv,Calibration coefficients were modified,2018-12-04 17:10,2020-01-20 10:01,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GS01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2018-12-04 17:10 to 2020-01-20 10:01 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20171011.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01107,BBFL2W-1107,8,-9999999,CGINS-FLORTD-01107__20201113.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20201113.csv,Calibration coefficients were modified,2021-08-13 13:22,2022-07-08 12:54,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 8 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 8 for the time range 2021-08-13 13:22 to 2022-07-08 12:54 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01107__20201113.csv.
Global Station Papa,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01116,BBFL2W-1116,2,-9999999,CGINS-FLORTD-01116__20130925.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20130925.csv,Calibration coefficients were modified,2014-06-18 05:56,2015-06-05 14:53,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2014-06-18 05:56 to 2015-06-05 14:53 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20130925.csv.
Global Station Papa,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01116,BBFL2W-1116,4,-9999999,CGINS-FLORTD-01116__20151207.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20151207.csv,Calibration coefficients were modified,2016-07-01 01:07,2017-07-18 15:13,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2016-07-01 01:07 to 2017-07-18 15:13 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20151207.csv.
Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GS01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01116,BBFL2W-1116,4,-9999999,CGINS-FLORTD-01116__20171011.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20171011.csv,Calibration coefficients were modified,2018-12-04 17:10,2020-01-20 10:01,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GS01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2018-12-04 17:10 to 2020-01-20 10:01 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20171011.csv.
Global Irminger Sea,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01116,BBFL2W-1116,8,-9999999,CGINS-FLORTD-01116__20201110.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20201110.csv,Calibration coefficients were modified,2021-08-12 17:04,2022-07-06 08:32,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 8 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 8 for the time range 2021-08-12 17:04 to 2022-07-06 08:32 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20201110.csv.
Global Station Papa,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01116,BBFL2W-1116,10,-9999999,CGINS-FLORTD-01116__20220923.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20220923.csv,Calibration coefficients were modified,2023-05-18 19:23,2024-06-06 00:15,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 10 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 10 for the time range 2023-05-18 19:23 to 2024-06-06 00:15 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01116__20220923.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01122,BBFL2W-1122,1,-9999999,CGINS-FLORTD-01122__20130925.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01122__20130925.csv,Calibration coefficients were modified,2014-09-12 20:11,2015-08-18 09:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2014-09-12 20:11 to 2015-08-18 09:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01122__20130925.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01122,BBFL2W-1122,3,-9999999,CGINS-FLORTD-01122__20160204.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01122__20160204.csv,Calibration coefficients were modified,2016-07-13 15:49,2017-08-11 10:15,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 3 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 3 for the time range 2016-07-13 15:49 to 2017-08-11 10:15 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01122__20160204.csv.
Global Station Papa,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01122,BBFL2W-1122,7,-9999999,CGINS-FLORTD-01122__20180627.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01122__20180627.csv,Calibration coefficients were modified,2019-09-29 04:40,2021-07-26 18:24,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 7 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 7 for the time range 2019-09-29 04:40 to 2021-07-26 18:24 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01122__20180627.csv.
Global Station Papa,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01124,BBFL2W-1124,2,-9999999,CGINS-FLORTD-01124__20130927.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20130927.csv,Calibration coefficients were modified,2014-06-20 03:20,2015-06-06 01:40,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2014-06-20 03:20 to 2015-06-06 01:40 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20130927.csv.
Global Station Papa,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01124,BBFL2W-1124,5,-9999999,CGINS-FLORTD-01124__20151218.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20151218.csv,Calibration coefficients were modified,2017-07-13 23:00,2018-07-26 15:51,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 5 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 5 for the time range 2017-07-13 23:00 to 2018-07-26 15:51 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20151218.csv.
