Array,Platform,Node,Instrument,RefDes,Asset ID,Serial Number,deployment,gitHub changeDate,file,URL,changeType,dateRangeStart,dateRangeEnd,annotation
Coastal Pioneer NES,Central Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMCO-WFP01-04-FLORTK000,CGINS-FLORTK-01031,BBFL2-1031,13,-9999999,CGINS-FLORTK-01031__20190625.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01031__20190625.csv,Calibration coefficients were modified,2019-10-08 02:02,2020-06-10 16:07,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMCO-WFP01-04-FLORTK000) were incorrect for all of deployment 13 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 13 for the time range 2019-10-08 02:02 to 2020-06-10 16:07 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01031__20190625.csv.
Coastal Pioneer NES,Central Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMCO-WFP01-04-FLORTK000,CGINS-FLORTK-01031,BBFL2-1031,15,-9999999,CGINS-FLORTK-01031__20200715.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01031__20200715.csv,Calibration coefficients were modified,2021-04-11 13:44,2021-11-10 14:47,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMCO-WFP01-04-FLORTK000) were incorrect for all of deployment 15 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 15 for the time range 2021-04-11 13:44 to 2021-11-10 14:47 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01031__20200715.csv.
Coastal Pioneer NES,Central Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMCO-WFP01-04-FLORTK000,CGINS-FLORTK-01031,BBFL2-1031,17,-9999999,CGINS-FLORTK-01031__20220120.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01031__20220120.csv,Calibration coefficients were modified,2022-04-23 14:32,2022-11-18 15:31,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMCO-WFP01-04-FLORTK000) were incorrect for all of deployment 17 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 17 for the time range 2022-04-23 14:32 to 2022-11-18 15:31 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01031__20220120.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01033,BBFL2-1033,4,-9999999,CGINS-FLORTK-01033__20121212.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01033__20121212.csv,Calibration coefficients were modified,2014-10-05 20:02,2015-04-30 10:03,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2014-10-05 20:02 to 2015-04-30 10:03 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01033__20121212.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01033,BBFL2-1033,6,-9999999,CGINS-FLORTK-01033__20150917.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01033__20150917.csv,Calibration coefficients were modified,2015-10-13 19:12,2016-05-18 12:20,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 6 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 6 for the time range 2015-10-13 19:12 to 2016-05-18 12:20 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01033__20150917.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01100,BBFL2-1100,3,-9999999,CGINS-FLORTK-01100__20130828.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20130828.csv,Calibration coefficients were modified,2014-04-14 19:01,2014-10-05 12:11,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 3 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 3 for the time range 2014-04-14 19:01 to 2014-10-05 12:11 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20130828.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01100,BBFL2-1100,5,-9999999,CGINS-FLORTK-01100__20150212.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20150212.csv,Calibration coefficients were modified,2015-04-30 16:56,2015-10-13 13:04,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 5 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 5 for the time range 2015-04-30 16:56 to 2015-10-13 13:04 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20150212.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01100,BBFL2-1100,7,-9999999,CGINS-FLORTK-01100__20151229.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20151229.csv,Calibration coefficients were modified,2016-05-18 21:17,2016-10-01 16:16,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 7 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 7 for the time range 2016-05-18 21:17 to 2016-10-01 16:16 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20151229.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01100,BBFL2-1100,9,-9999999,CGINS-FLORTK-01100__20161212.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20161212.csv,Calibration coefficients were modified,2017-06-07 18:53,2017-11-11 12:45,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 9 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 9 for the time range 2017-06-07 18:53 to 2017-11-11 12:45 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20161212.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01100,BBFL2-1100,11,-9999999,CGINS-FLORTK-01100__20180126.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20180126.csv,Calibration coefficients were modified,2018-04-09 23:28,2018-11-07 13:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 11 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 11 for the time range 2018-04-09 23:28 to 2018-11-07 13:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20180126.csv.
Coastal Pioneer NES,Upstream Offshore Profiler Mooring,Wire-Following Profiler,3-Wavelength Fluorometer: FLORT Series K,CP02PMUO-WFP01-04-FLORTK000,CGINS-FLORTK-01100,BBFL2-1100,13,-9999999,CGINS-FLORTK-01100__20190111.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20190111.csv,Calibration coefficients were modified,2019-04-23 14:11,2019-10-14 12:01,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP02PMUO-WFP01-04-FLORTK000) were incorrect for all of deployment 13 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 13 for the time range 2019-04-23 14:11 to 2019-10-14 12:01 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTK/CGINS-FLORTK-01100__20190111.csv.
